,created_at,login,name,type,company,location,contributions,public_repos,followers,following
1815,2013,softliumin,zody,User,Alibaba Group,Hangzhou China,,103,14,84
1816,2013,zacklocx,zacklocx,User,,,,4,20,706
1817,2017,Panlq,,User,,,,8,2,21
1818,2018,fujingyang27,fjy,User,,,,3,0,1
1819,2017,imagemlt,Image,User,@susers ,"Nanjing,Jiangsu,China",,56,80,202
1820,2017,yanpengning,阎彭宁,User,,,,6,1,6
1821,2016,Kellercai,KellerCai,User,,"Guangzhou,China",,11,3,13
1822,2016,Latube,smith latube,User,NPIC,China Chengdu,,6,2,128
1823,2013,ScapeQin,,User,,,,452,5,67
1824,2018,Roronoazorofans,ZoroZhang,User,,"Beijing,China",,10,5,23
1825,2016,YoungWilliamZ,William Z,User,,"Shenzhen, China",,34,12,39
1826,2015,koringz,koringz,User,Freelancer,"ShenZhen,China",,38,17,114
1827,2016,luoshixiong123,,User,,,,5,1,2
1828,2013,FreezeSoul,FreezeSoul,User,Remoting,"116.363967,39.95137",,28,42,488
1829,2013,zxx,,User,,Beijing,,42,24,156
1830,2016,BestDI,Tong Ww,User,,ShaanXi Xi'an,,71,4,114
1831,2016,neild47,,User,,,,21,1,8
1832,2016,chengguobiao,Chengguobiao,User,Hit,WeiHai,,163,7,29
1833,2017,NathanDataPlayer,,User,,,,1,0,2
1834,2015,Alisonlwin,Aye Aye Aung Lwin,User,,,,0,0,2
1835,2017,daniel-5,daniel,User,,,,5,0,57
1836,2014,JeaNile,,User,,,,0,8,74
1837,2017,R3dFruitRollUp,Smfh,User,,,,792,71,1139
1838,2017,kingsleytorlowei,Kingsley Torlowei,User,,Lagos,,16,0,7
1839,2017,Clins28,,User,,,,19,1,8
1840,2018,harileaf,Harikrishnan,User,,,,21,3,133
1841,2014,kiang70,野驴,User,,,,62,38,93
1842,2014,Ericxiaoshuang,Eric,User,,shenzhen,,47,9,41
1843,2015,GlenGithub,一叶知秋,User,Rockymobi,China,,688,20,395
1844,2013,18idc,,User,,,,9,5,16
1845,2016,niechi123,,User,,,,6,2,21
1846,2015,redone2000,红色一号,User,,广州,,21,2,2
1847,2016,Wxinfeng,,User,,,,13,5,44
1848,2017,irvinity,Irving,User,,Texas,,9,4,11
1849,2017,BobcatsII,Pandalis,User,,,,27,0,12
1850,2015,huachaoliu,Huachao Liu,User,,shanghai,,109,37,128
1851,2013,mr007rin,andy ren,User,freelance,China,,11,0,11
1852,2016,Linbubin,,User,,hangzhou,,42,11,98
1853,2013,yesan,5yesan,User,,Shanghai,,34,30,218
1854,2016,westne,westne,User,,,,5,1,18
1855,2016,privatez,Icanuseyourhead?,User,,杭州,,18,10,14
1856,2018,izhaojinlong,,User,,,,9,0,5
1857,2016,github-dengyu,dengyu,User,万科,深圳市福田区上梅林,,8,3,87
1858,2016,prismheart,,User,,,,4,2,15
1859,2017,JluTiger,JluTiger,User,学生,吉林,,9,2,2
1860,2016,tuzimoe,Tuzi Liu/兔子鲜笙,User,一群肥宅（深圳）网络科技有限公司 @Weee-Dev ,国立音ノ木坂学院,,84,224,317
1861,2017,Wh1sht,,User,,,,28,0,6
1862,2018,kevin9036,,User,,,,1,0,1
1863,2015,sheilaCat,,User,Ctrip,"Shanghai,China",,18,23,30
1864,2015,whyrookie,git,User,,,,5,3,36
1865,2015,wangtotang,Tong,User,,"guangzhou,china",,24,10,95
1866,2015,xmsec,,User,,BeiJing,,18,37,60
1867,2017,JiangJiangjungle,JSJ,User,SCUT,Guangzhou,,20,3,9
1868,2012,wangxujun163163,鬼谷子,User,,,,91,8,65
1869,2014,herseus,herseus,User,,China,,9,2,17
1870,2017,zengbin93,,User,,,,7,27,14
1871,2017,HenryLiu0,Henry Liu,User,SYSU,China GuangZhou,,13,7,100
1872,2014,zgm4z,ZhuoGuangMing,User,,GuangXi,,73,3,40
1873,2016,zhugegy,,User,,,,26,26,37
1874,2016,forget1,杨阳,User,,上海,,8,2,24
1875,2016,unlimitbladeworks,sssyyy,User,@,"BeiJing,China",,18,10,33
1876,2017,guoqing-tang,糖果儿,User,,Beijing,,8,0,1
1877,2014,guoyu-,guoyucn,User,量子金服,beijing,,75,13,129
1878,2017,yangxuanx,&0xFF,User,,"Province of Moscow, Russia",,2,3,43
1879,2017,CavonCheng,,User,,,,1,1,9
1880,2017,cantfindone,leonardo.lu,User,,,,2,0,3
1881,2015,smqh-github,水木清华,User,,,,198,0,12
1882,2014,8055aa,Thomas Yang,User,RJ,CN,,31,0,2
1883,2018,Jiahh234,,User,,,,4,1,2
1884,2017,bigbigbean,,User,,,,51,4,21
1885,2017,AngLi2,Ang Li,User,,,,12,6,14
1886,2018,woshidaxia007,,User,,,,0,0,1
1887,2017,linglingshinelove,cau_learninger,User,,,,5,1,10
1888,2018,chandel-abhishek,,User,,,,1,1,8
1889,2016,khalilliu,Khalil Liu,User,,"ShenZhen,China",,115,9,318
1890,2016,JohannaWong,,User,,,,3,3,4
1891,2014,stevemao,Steve Mao,User,,Sydney,,425,585,787
1892,2017,sherlockyb,yangbing,User,,Beijing,,8,6,50
1893,2012,orjuly,小风,User,,hangzhou,,40,10,67
1894,2014,m0nkee,monkee,User,,,,11,2,2
1895,2013,LemonAniLabs,Lennon Lin,User,,Taiwan,,29,8,49
1896,2015,SitingSong-SYSU,Stella,User,,,,11,8,20
1897,2017,davidkorea,,User,,,,75,2,25
1898,2016,chengyuqi,T-man,User,,,,1,1,15
1899,2014,lguodongustc,jelly,User,,,,9,1,27
1900,2015,m102981,,User,,,,24,0,2
1901,2016,zhenian,zhenian,User,,,,20,4,22
1902,2017,charlesliucn,Qian Liu,User,"EE, Tsinghua University","Beijing, China",,9,14,61
1903,2013,aaronshan,aaron,User,,"BeiJing, China",,34,21,8
1904,2015,weiyien,weiyien,User,,,,13,0,4
1905,2016,CaijiOrz,ze7o,User,,Chongqing China,,5,17,88
1906,2016,q544891464,,User,,,,1,0,1
1907,2014,LordKnows,Zandy,User,,"UI Lab, Tokyo University",,0,2,10
1908,2014,PandaL33,Li Guohuang,User,,China,,10,0,11
1909,2015,Jude309307972,,User,,shenzhen,,17,15,63
1910,2014,y11en,y11en,User,@y11en,,,483,132,976
1911,2016,bluesjm,,User,,,,0,0,3
1912,2016,ToMatrgod,matr,User,科大,上海/四川,,2,2,6
1913,2015,EVWang,EvilWang,User,,,,62,0,10
1914,2015,hkng,Kitson Ng Ho Kit,User,,,,33,0,4
1915,2016,showsmall,,User,,,,533,2,81
1916,2016,lskllc,,User,,Beijing,,14,1,2
1917,2012,fanchou,周凡,User,,"Shenzhen,China",,33,22,89
1918,2013,cht8687,Robert Chang,User,,Sydney,,108,158,186
1919,2015,taojin1207,Taojin,User,,"Shenzhen,China",,32,1,24
1920,2017,popo63301,Sofiane Baddag,User,,"Paris, France",,22,33,144
1921,2014,plsimon2014,Simon Pan,User,上海思澄智能科技有限公司,"Shanghai, China",,6,1,9
1922,2016,hyyaoming,Yaoming Li,User,,Shanghai,,60,3,47
1923,2018,lcdblock,Pedro Domingues,User,MD3,"Leiria, Portugal",,2,11,395
1924,2012,wogong,Cheng Zhen,User,,Changsha,,38,42,187
1925,2018,lirox3,Jon,User,@indogamers,Indonesia,,0,0,23
1926,2018,Nzukisebastian,Nzuki_sebastian,User,thyself,Kenya,,12,8,73
1927,2018,Moshr00m,,User,,,,0,0,9
1928,2013,omnimark,F12X,User,,los angeles,,9,8,50
1929,2013,yyypasserby,Yiyun Yao,User,Carnegie Mellon University,Pittsburgh,,9,92,159
1930,2014,morganwang010,,User,,,,437,5,157
1931,2016,jeffrey987,,User,,china,,14,3,22
1932,2016,Usharerose,Chaojie Yan,User,,,,5,0,4
1933,2012,DevenLu,,User,,,,2609,72,2541
1934,2017,huanhuande,,User,,,,58,4,41
1935,2016,martin3k,,User,,,,4,0,4
1936,2016,githubhan2016,,User,,,,3,0,3
1937,2013,microosx,,User,,,,1,4,18
1938,2015,Appigle,Chenley,User,,,,40,6,11
1939,2011,cleexiang,LiXiang,User,,ChengDu,,51,39,172
1940,2014,maiiz,maiiz,User,,China Beijing,,20,21,8
1941,2015,zyong812,Yong.Z,User,,Shenzhen,,34,8,110
1942,2016,gbusr,ML_Plate,User,,,,254,3,87
1943,2017,yzStrive,,User,,,,22,4,79
1944,2018,SHXMRL,,User,,,,3,0,18
1945,2017,weiminlee1,,User,,,,17,5,38
1946,2016,selfimprW,夜尽天明,User,58赶集,北京朝阳,,917,32,302
1947,2015,initLiu,,User,,,,502,8,157
1948,2016,angeliur,angeliur,User,,,,22,3,55
1949,2017,renefiedel,Renetus Fidel Masanja,User,Xi'an Jiaotong-Liverpool University 西交利物浦大学,"Suzhou, China.",,3,0,3
1950,2017,Zchary,Zchary,User,,Nanjing,,6,6,35
1951,2013,yxqme,Xiaoqiang Yang,User,@oxygenna ,shanghai,,2,20,61
1952,2014,wuhaooooo,Hao Wu,User,,,,5,5,17
1953,2017,PetiteBoy,,User,,,,9,1,5
1954,2013,WenruiCui,,User,,,,24,10,22
1955,2015,stxiaohan,Xiaohan,User,,,,0,1,30
1956,2016,hhllnw,XueLei,User,,China,,8,2,2
1957,2017,yuming923,,User,,,,0,3,211
1958,2016,MLTcola,,User,,,,1,0,1
1959,2017,blacklisten,Black_晨,User,,ShangHai,,20,5,32
1960,2013,mack007liu,mack,User,ND,FUZHOU CHINA,,70,9,99
1961,2015,thehackercat,Lexus Lee,User,@Douban,,,44,51,177
1962,2014,chenpengjun,marlboro,User,,,,1,1,43
1963,2018,hcc817,,User,,,,16,48,71
1964,2018,seraphlr,喵喵喵？？,User,,,,2,52,66
1965,2018,Bruce-py,gsl,User,,Shenzhen,,3,53,64
1966,2018,AnmingXie,Anming,User,,,,5,48,70
1967,2018,currynihao,huangpengsheng,User,,,,10,52,62
1968,2018,wyqBTfish,,User,,,,4,52,67
1969,2017,nihao-hit,,User,,,,16,0,4
1970,2015,lsk-kun,,User,,,,9,0,2
1971,2014,thonnyhu,,User,,,,25,4,22
1972,2015,biguokang,Alpaca_Bi,User,,Guangzhou China,,58,5,67
1973,2018,DanaeWang,,User,,,,1,0,1
1974,2016,garyjiang1996,jiangyz,User,,"Changzhou,China",,8,0,14
1975,2018,HaiLenZ,HAILIN,User,,,,5,50,55
1976,2018,hooCC,,User,,,,2,0,11
1977,2015,AlphaBrock,AlphaBrock,User,,GuangZhou China,,48,47,30
1978,2017,Leooone,,User,,,,12,0,2
1979,2015,jie786389209,,User,,,,16,1,4
1980,2017,cowry5,CowRy,User,,,,7,1,22
1981,2016,ricosmall,Rico,User,,"Shenzhen, China",,26,11,58
1982,2015,luochengyao,罗成瑶,User,,,,0,0,16
1983,2017,zane2017,,User,,,,13,0,27
1984,2014,qq345386817,Peike Luo,User,,"Beijing, China",,25,22,172
1985,2016,AlphaZach,Zhifeng Chen,User,,,,15,3,6
1986,2012,keulraesik,keulraesik,User,,,,117,11,149
1987,2018,devmoses,The Moses,User,@teamMOSES,0.0.0.0,,39,15,173
1988,2018,leTeng,,User,,,,4,0,5
1989,2015,Triple-Z,Zhenzhen Zhao,User,@NUAA-Open-Source ,"Nanjing, China",,35,80,237
1990,2015,hoyawolfer,Wofm,User,suning,,,4,3,107
1991,2015,cdswyda,Douglas Chen,User,,"ZhangJiagang, SuZhou, China",,68,20,58
1992,2018,zhangyayaya,,User,,,,0,0,1
1993,2017,welaing,,User,,,,9,1,13
1994,2018,Chizhanggo,,User,,,,5,2,7
1995,2016,claa,Claa,User,,"Shanxi,China",,14,1,21
1996,2016,limbowandering,张灿,User,,中国,,37,6,112
1997,2018,OriginNull,origin,User,,China ,,103,7,56
1998,2016,sunboy166,big gao,User,,,,95,8,213
1999,2013,ruochen18,,User,,,,3,0,1
2000,2010,tomzhang,mingfeng.zhang,User,Dataman-inc,beijing china,,1955,51,883
2001,2016,xinwii,xinwii,User,ctrip,shanghai,,24,15,70
2002,2015,guoweikuang,郭伟匡,User,,广州,,42,17,228
2003,2017,cxdaao,,User,,,,1,0,7
2004,2016,cnpirti,,User,,,,2,0,3
2005,2017,NigelHuang,NigelHuang,User,,,,1,1,1
2006,2015,thomasgassmann,Thomas Gassmann,User,@novaCapta,Switzerland,,45,32,113
2007,2016,huainanzi,DongDong Xu,User,aykj.com.cn,nanjing,,23,1,22
2008,2016,pjshwa,jinsik park,User,@crema,,,4,5,21
2009,2013,yu4nyu,YUAN Yu,User,,Shenzhen,,12,6,9
2010,2016,MaxShang,Max Shang,User,University of Guelph,"Ontario, Canada",,12,0,19
2011,2016,rosaprint,,User,,,,0,0,1
2012,2013,derboys,Jayleong,User,,,,17,8,87
2013,2012,machinefriendly,,User,,,,21,6,83
2014,2014,wolfelee,LIWF,User,,,,52,5,31
2015,2013,LiLiKiLL,Xu Chen,User,,,,10,3,16
2016,2014,xdx3000,谢丁星 Haber,User,,"Fuzhou, Fujian, China",,12,0,1
2017,2017,gihubcloner,githubcloner,User,,,,8,0,4
2018,2016,Rainsho,Rainsho,User,,,,17,12,12
2019,2015,NickTet,Better,User,,成都,,40,14,42
2020,2015,TnZhao,Zheng Zhao,User,,"Nanjing,China",,19,1,144
2021,2017,luolinfan,linda,User,,,,1,3,301
2022,2017,wuyipin,,User,,,,9,0,2
2023,2017,applepc12138,,User,,,,4,0,3
2024,2016,N-ashou,,User,,,,12,1,17
2025,2013,zhouyongtao,Irving,User,,"Xuhui, Shanghai, China",,301,65,140
2026,2017,dlmgis,dlmgis,User,,HeBei China,,15,4,15
2027,2018,iamhuilin,,User,,,,0,0,1
2028,2015,aizigao,,User,,,,10,4,55
2029,2015,hechaohe,hechao,User,,China,,41,2,55
2030,2016,sammui4,老衲,User,,广州,,2,8,27
2031,2014,fazlulkabir94,MD Shohag,User,Field Buzz,Dhaka,,60,12,144
2032,2016,LIiong,Liion,User,,,,3,2,8
2033,2016,1696012928,Walker,User,,"ChengDu, China",,16,2,11
2034,2015,yangl235,,User,,,,100,2,6
2035,2015,liweijian1,liweijian,User,,,,12,1,10
2036,2017,zer0fire,,User,,,,54,2,70
2037,2016,DorisHaoXue,,User,,,,0,0,1
2038,2015,JimmyLee05,,User,Slightech,China,,46,17,211
2039,2016,viper140,wangfeng,User,,,,7,5,9
2040,2016,luciusun,Liang  Sun ,User,USTC,beijing,,29,1,13
2041,2016,hubhack,,User,,beijing,,14,3,30
2042,2016,feanlau,Liu Fan,User,,,,2,15,232
2043,2016,jiwencheng,Wencheng Ji,User,,,,8,1,55
2044,2018,SimpleFizz,,User,,,,8,1,2
2045,2018,zHout888,,User,,,,1,0,1
2046,2017,Jainmj1234,jain,User,,,,6,2,9
2047,2017,Vanse-Mo,,User,,,,6,0,1
2048,2016,moolean,Saptonnoc,User,,,,2,0,1
2049,2015,chuanli11,,User,Lambda Labs,California,,21,97,1
2050,2018,Nehalaryan,Nehal Ahmad,User,,kolkata india,,1,0,11
2051,2017,wch1993,Chong Wang,User,,,,3,0,2
2052,2014,zikuai,,User,,shenzhen,,5,1,16
2053,2017,ygmsenator,,User,,,,0,0,3
2054,2016,vincenthesiyuan,Vincent He,User,Hebei GEO university,,,3,0,11
2055,2014,fzzf0618,Chris,User,ZhangZhongBao WuHan,"Wuhan,Hubei,China",,25,12,47
2056,2017,EricJeffrey,Eric,User,,,,13,9,15
2057,2013,JohnyXu,JohnyXu,User,上海XXX有限公司,ShangHai,,25,36,846
2058,2016,hitao123,Billow,User,,shanghai,,21,12,166
2059,2014,ahuang007,,User,,,,14,15,48
2060,2018,YF1026037118,,User,,,,5,0,3
2061,2010,Tukki,稻草人.L,User,,,,7,5,17
2062,2016,joinmouse,吴奇,User,以息科技,hangzhou,,142,7,51
2063,2018,helang1991,he lang,User,,chengdu,,7,0,10
2064,2014,dsnlfk,,User,,,,15,1,14
2065,2013,Natoto,共田君,User,YY.Inc,GuangZhou,,443,84,158
2066,2012,miyataken999,kenichi miyata,User,MHK,japan,,211,25,123
2067,2016,stuckyl,,User,,,,1,0,11
2068,2016,sanriqing,,User,,,,7,3,15
2069,2014,dony88,dony,User,,nanjing china,,4,3,10
2070,2017,JinlongHe,诚若浅识,User,智禾大数据实验室,北京,,141,0,14
2071,2017,wangwren,计科一班,User,,中国，辽宁，大连,,18,5,12
2072,2015,YuanJiaShuai,Super_Yuan,User,,浙江杭州,,34,1,2
2073,2015,zhaoquntao,愚非愚余,User,杭州,杭州,,248,17,322
2074,2018,zmh19960419,王志杰,User,,,,5,0,6
2075,2018,rabbitgogogogo,Vicky,User,,,,4,0,9
2076,2016,imiem,Jianfeng Wang,User,,shanghai,,12,3,7
2077,2017,nightsswatch,,User,,,,17,0,6
2078,2015,codeamateur,,User,,,,71,9,49
2079,2016,lf171314,Cherish_ li,User,,hangzhou,,7,1,8
2080,2017,beautifulBoys,Jason_lixin,User,,,,60,89,13
2081,2015,TTgit,,User,,,,6,0,9
2082,2017,greedisalwaysgood,,User,,,,5,1,7
2083,2013,huangjingcai,Jingcai,User,Timeinch,shenzhen,,1,4,9
2084,2013,lkasdolka,Andy Liu,User,bupt,"Beijing,China",,32,9,16
2085,2017,ronething,,User,,0.0.0.0,,72,10,54
2086,2018,havugimanaremy,,User,,,,1,0,14
2087,2018,sapkang,,User,,,,0,0,1
2088,2018,EvelynZZZQQQ02,入江TuTu,User,,,,2,0,1
2089,2017,sjpanchal,Siddharth Panchal,User,,,,69,2,32
2090,2017,maybe-why-not,,User,,,,10,3,35
2091,2015,yhbuao,yhbuao,User,,"Beijing,China",,64,8,40
2092,2018,sadChinaV,,User,,,,2,0,1
2093,2013,tandaly,tandaly,User,,,,58,5,61
2094,2013,BruceChen5683,BattleCall,User,,"Sh,China",,57,5,61
2095,2018,hcc6,,User,,,,0,0,1
2096,2015,zhanlaoban,,User,"USTC, University of Science and Technology of China",hefei,,6,0,33
2097,2018,QuYxxxxxx,,User,,,,1,1,4
2098,2015,hua163,,User,,,,138,1,48
2099,2015,mashirozx,Mashiro,User,,"Shanghai, China",,46,176,43
2100,2016,masterace007,Shobhit Kumar Raghubanshi,User,,,,5,0,7
2101,2018,gavuhop,,User,,,,0,0,16
2102,2013,nickrogit,Nickro,User,,,,46,2,15
2103,2017,HiDuke,,User,,,,15,1,12
2104,2017,Robert-xiaoqiang,Q Indomitable,User,," Hangzhou City, CHN",,37,6,194
2105,2016,Dshufeng,董书峰,User,,北京,,24,8,52
2106,2016,kilingzhang,slight,User,XTU,XTU,,57,33,70
2107,2016,dearzoe,文哲,User,,GuangZhou,,158,14,90
2108,2014,h007,,User,,,,25,5,46
2109,2018,superhanjun,,User,,,,0,0,2
2110,2016,mengdaya,Z0ser,User,,,,193,22,205
2111,2016,songzeng2016,Song Zeng,User,,"Shanghai, China",,29,11,82
2112,2017,lmtsunnie,,User,,Beijing,,8,4,16
2113,2017,charlesmade,Zeco,User,,,,10,2,17
2114,2016,xugaoxiang,Xu GaoXiang,User,," Shanghai, China",,31,13,124
2115,2015,Stevezhong0506,Steve,User,,,,24,0,5
2116,2018,zhan1218,,User,,,,30,12,129
2117,2016,zhongqian,,User,,,,6,0,6
2118,2015,merlinJie,Merlin,User,Eleme,shanghai,,21,21,96
2119,2013,BrickXu,Lei Xu,User,Qunar.com,Beijing China,,28,35,121
2120,2018,Gianni1909,,User,,,,1,0,6
2121,2016,Zoranner,杨新冉,User,,,,2,3,86
2122,2011,felixlu,Felix Lu,User,,Shenzhen,,41,9,41
2123,2017,goodcan,灿灿,User,,中国 浙江 杭州,,7,2,8
2124,2014,psc0606,Joe.P,User,,China,,27,1,20
2125,2016,ZZITE,Linchengyi,User,,,,12,6,17
2126,2008,openweb,Allen Long,User,huihoo,China,,76,112,334
2127,2015,pengliheng,peng,User,jb,深圳,,93,660,39010
2128,2013,chencang,_popc,User,ok,,,27,1,42
2129,2017,qyhyinghao,,User,,,,91,0,18
2130,2015,lcdsmao,MAO YUFENG,User,,Tokyo,,39,2,24
2131,2017,github-xisha,xisha,User,Secsmart,"hangzhou, China",,23,4,16
2132,2017,lvhanzhi,吕涵之,User,,,,4,11,23
2133,2017,WzRaCai,,User,,,,1,0,8
2134,2018,tuibot,tuibot,User,,Earth,,18,0,4
2135,2018,ever-lasting,,User,,,,1,0,2
2136,2012,wolfhong,wolfhong,User,,"ShenZhen, China",,27,12,12
2137,2016,YunyuZhang,Yunyu Zhang,User,,,,20,18,36
2138,2015,linweiwei123,yitala,User,meetyou,xiamen Fujian Province,,63,54,48
2139,2017,lianghonglei,,User,,,,6,1,2
2140,2013,genius52,Chengcheng,User,爱奇艺,Shanghai,,19,5,3
2141,2017,leifeng110,,User,,,,1,3,4
2142,2016,YuyangHYY,He Yuyang,User,,"Kuala Lumpur, Malaysia",,35,1,39
2143,2012,dabing1205,cbcbc,User,,,,8,6,31
2144,2015,bamboo516,,User,,,,0,0,1
2145,2018,lzh461606742,,User,,,,11,0,12
2146,2017,ZitherPeng,zither,User,Oray,ShangHai China,,11,2,20
2147,2017,birkhoff2017,simon,User,,,,49,2,96
2148,2015,cuitxubin,Cuitxb,User,,ChengDu,,107,2,34
2149,2011,r569594043,Riley Ren,User,,,,80,26,76
2150,2015,jiangjiyun,,User,,,,18,1,20
2151,2018,HuangQi7777777,,User,,,,1,0,2
2152,2016,joeywang310,joey wang,User,,上海,,8,0,5
2153,2013,hstonel,,User,,,,66,10,146
2154,2015,iamzjk,Jingkun Zhuang,User,@Arable ,New Jersey,,16,4,7
2155,2014,splashinn,Kyle Maune,User,"@cooperaerial, @Widgetry ",Phoenix,,243,101,1046
2156,2016,MostafaYoussef11,Mostafa Youssef,User,,,,1,0,27
2157,2015,DanqingFu,,User,,,,5,3,4
2158,2017,KKKKKyle,Chentao Wang,User,,,,18,11,22
2159,2014,zelloss,,User,,,,7,1,4
2160,2015,JuntingLiu,Junting,User,,Shenzhen,,22,35,365
2161,2013,zenghanfu,,User,,,,56,2,217
2162,2016,sohokay,冯凯昌,User,,中国-深圳,,57,15,67
2163,2017,WildChen,,User,,,,143,3,51
2164,2016,jeromehan,jerome han,User,jeromehan@163.com,Peking,,202,5,144
2165,2016,guygubaby,guygubaby,User,,chengdu,,73,29,252
2166,2018,Nan-lgg,,User,,,,9,52,58
2167,2017,makeF,,User,,,,6,0,4
2168,2015,Nan3r,Nan3r,User,,,,98,17,8
2169,2012,xxks-kkk,Zeyuan Hu,User,,"Austin, TX",,69,41,516
2170,2013,zhangxaochen,,User,,,,44,37,65
2171,2018,issaeed,Zack,User,Hijack-Sec,USA,,2,0,27
2172,2017,Choven-Meng,Choven,User,,Shanghai,,14,2,14
2173,2015,baobin81,MikeBao,User,,北京,,112,5,110
2174,2015,Musk66,Musk66,User,,BeiJing,,18,13,330
2175,2014,AllenYoung1987,,User,,,,1,4,38
2176,2016,kkxna,,User,,,,16,1,15
2177,2017,SukaraLin,l1nk3r,User,,,,10,48,51
2178,2017,PierreBaoy,Baoy,User,,Beijing,,4,1,8
2179,2016,wwhwwhwwh,,User,,,,52,20,717
2180,2016,jay-bill,,User,,,,31,1,2
2181,2018,jifengjxx,Secret,User,,,,4,0,6
2182,2013,honglei92,,User,,chengdu,,18,7,115
2183,2009,firnice,firnice,User,,,,9,5,9
2184,2015,PW486,DONGGEON LIM,User,R.O.K. Cyber Command,"Seoul, Korea",,37,122,415
2185,2015,Jafeney,Jafeney Lou,User,阿里口碑,浙江省杭州市西湖区Z空间,,74,54,3
2186,2014,jhlpotato,Jin Hongliang,User,huawei,Beijing,,8,6,20
2187,2014,fengyun8,wangming,User,,,,54,15,200
2188,2017,phenge,,User,,,,9,0,17
2189,2015,zhuwenxing,,User,Shanghai University,shanghai,,73,53,404
2190,2018,cynthia0811,,User,,SHANGHAI,,24,2,9
2191,2017,zc314314,,User,,,,2,1,6
2192,2013,michaelg-j,,User,,,,14,1,4
2193,2018,s6dyl,,User,,,,64,44,3094
2194,2011,quxiaofeng,Qu Xiaofeng / 曲晓峰,User,Tsinghua University Shenzhen Graduate School & LUMI United,"Shenzhen & Hong Kong, China",,419,175,909
2195,2017,GHAUOA,huahua,User,,"hangzhou,china",,12,0,27
2196,2017,pushyzheng,Pushy,User,,"Fujian,China",,24,8,21
2197,2015,llesson,,User,,,,1,4,62
2198,2015,coolvip,,User,,,,3,1,10
2199,2015,276523923,yyyue,User,,厦门,,9,0,13
2200,2015,ls19491314,Liten,User,It is a secret.,HK.China,,60,1,50
2201,2017,hellozhiqi,,User,,,,21,0,7
2202,2015,secretleo,,User,,,,134,32,1486
2203,2016,prkom,,User,,,,3,1,6
2204,2017,marlonchiu,,User,,"Beijing,China",,18,1,28
2205,2017,sumorFly,sumorFly,User,,,,4,0,21
2206,2013,dannyge,DannyGe,User,,BeiJing,,50,3,79
2207,2016,kevinhjk,Harvey,User,,,,104,11,209
2208,2017,luo1994,Pure LOve,User,天朝随心所欲有限公司,天朝,,24,9,68
2209,2017,yiran7324,cocopush,User,,ファミリーマート,,21,42,261
2210,2013,mickhan,Mick Han,User,,,,12,12,18
2211,2013,lroin,,User,,,,36,1,47
2212,2018,git8542,wangzhao,User,,China,,21,0,27
2213,2013,wlaotou,,User,,,,246,18,282
2214,2013,shjia,,User,,,,3,2,28
2215,2017,li-xingguang,Li Xingguang,User,,QingDao,,1,0,13
2216,2018,sxwang1991,,User,,,,137,1,44
2217,2014,FuzhePan,,User,,,,5,3,5
2218,2013,pauldo,dupeng,User,Qufenqi,Beijing China,,6,4,20
2219,2018,gdpve,,User,,,,4,0,1
2220,2016,MsZhangLu,Lu,User,University of Southern California,Los Angeles,,24,3,22
2221,2018,AlexanderShang,Alexander Shang,User,,,,0,0,4
2222,2015,youshenfan,,User,,,,10,0,5
2223,2018,CNfzq,某男,User,,,,7,0,6
2224,2016,mofengfs,I Know You Know,User,,,,30,1,22
2225,2009,mvayngrib,Mark Vayngrib,User,Tradle Inc.,remote,,278,113,445
2226,2015,xanpen,wangxp,User,@yixia,,,4,3,27
2227,2011,zojune,,User,,,,27,2,5
2228,2015,kajiter,,User,,,,8,1,15
2229,2015,stly,,User,,,,13,9,23
2230,2017,elpaca,lizhengxiao,User,,,,6,4,8
2231,2013,ThomasLau,Thomas,User,,Shanghai,,37,67,1127
2232,2014,chenyoufu,youfu,User,,,,90,351,359
2233,2013,lonjoy,Xiangfu Wang,User,YN,"Chengdu, China",,1552,54,752
2234,2017,calmzealA,calmzeal,User,,,,43,5,19
2235,2016,wydhcws,wydhcws,User,,Beijing,,3,2,56
2236,2016,Feuchr,?%20%40%??,User,,,,6,0,3
2237,2018,ArsenalFanNanning,funing.ma,User,,"NanNing,China",,29,2,80
2238,2015,BussanQ,EnmaAiJie,User,,,,27,3,14
2239,2018,Tobby-star,法纳斯特,User,,,,13,69,4
2240,2016,liaobaocheng,廖保城,User,么有,中国深圳,,68,5,27
2241,2012,KevinHock,,User,@Yelp,I love San Francisco,,23,2991,304019
2242,2017,lin14543,lin,User,,,,11,0,3
2243,2017,bridgeren,nickless,User,,,,2,0,3
2244,2016,xiaobing88,,User,,chengdu,,9,18,11
2245,2014,wjhtime,wjh,User,,,,18,4,33
2246,2018,songsiqiu,,User,,,,0,0,2
2247,2015,ytian81,Yang Tian,User,,San Francisco,,20,8,50
2248,2017,sunyiwei24601,Sun Yiwei,User,,Shanghai,,16,0,43
2249,2018,suihailiang,,User,,,,19,2,1
2250,2016,luckydan61,,User,,,,16,0,1
2251,2015,hcxyh,hcxyh,User,,xi'an,,23,2,162
2252,2012,shixying,,User,,,,43,11,157
2253,2013,Channely,Channely,User,x-space,RPC,,156,26,220
2254,2017,ASC8384,ASC_8384,User,,,,8,2,43
2255,2016,magicLaLa,Wick Magic,User,,China,,25,4,33
2256,2014,Fangyh09,Coder_Hong,User,SJTU,Shanghai,,54,27,96
2257,2018,spruce2016,,User,,,,0,0,19
2258,2017,AmandaKrystal,waqqqqq,User,,郑州,,4,1,18
